"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","condition","descriptor","trial","test_part","pleasant_rating","unpleasant_rating","arousal_rating"
"11150.244999909773","<h2 style=""color:white; text-align:center;"">How calm/excited?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/1710.bmp'><img class='center' src='scale/BlankScaleArousal.png'>","49","html-keyboard-response","29","62229","0.0-2.0-8.1","","","","arousal","","","1"
"null","<h2 style=""color:white; text-align:center;"">How calm/excited?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/1710.bmp'><img class='center' src='scale/ArousalScale1.jpg'>","null","html-keyboard-response","30","64232","0.0-2.0-9.1","","","","","","",""
"null","<div style=""color:white; font-size:60px;"">+</div>","null","html-keyboard-response","31","65235","0.0-2.0-0.2","","","","","","",""
"null","","null","html-keyboard-response","32","67240","0.0-2.0-1.2","neutral","man","3","","","",""
"590.3700001072139","<h2 style=""color:white; text-align:center;"">How positive?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/2190.bmp'><img class='center' src='scale/BlankScalePleasant.png'>","50","html-keyboard-response","33","67832","0.0-2.0-2.2","","","","pleasant","2","",""
"null","<h2 style=""color:white; text-align:center;"">How positive?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/2190.bmp'><img class='center' src='scale/PleasantScale2.jpg'>","null","html-keyboard-response","34","69838","0.0-2.0-3.2","","","","","","",""
"null","","null","html-keyboard-response","35","71842","0.0-2.0-4.2","neutral","man","3","","","",""
"489.1550000756979","<h2 style=""color:white; text-align:center;"">How negative?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/2190.bmp'><img class='center' src='scale/BlankScaleUnpleasant.png'>","50","html-keyboard-response","36","72333","0.0-2.0-5.2","","","","unpleasant","","2",""
"null","<h2 style=""color:white; text-align:center;"">How negative?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/2190.bmp'><img class='center' src='scale/UnpleasantScale2.jpg'>","null","html-keyboard-response","37","74337","0.0-2.0-6.2","","","","","","",""
"null","","null","html-keyboard-response","38","76342","0.0-2.0-7.2","neutral","man","3","","","",""
"2526.259999955073","<h2 style=""color:white; text-align:center;"">How calm/excited?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/2190.bmp'><img class='center' src='scale/BlankScaleArousal.png'>","50","html-keyboard-response","39","78870","0.0-2.0-8.2","","","","arousal","","","2"
"null","<h2 style=""color:white; text-align:center;"">How calm/excited?</h2> <img class='center' style='height: 300px; width=450px;' src='stim/2190.bmp'><img class='center' src='scale/ArousalScale2.jpg'>","null","html-keyboard-response","40","80875","0.0-2.0-9.2","","","","","","",""
"null","<p style='color:white;'>You have completed this task. Please wait for the experimenter to continue.</p><p style='color:white;'>Data Saving...do not close this window until the text dissapears.</p>","null","html-keyboard-response","41","90880","0.0-3.0","","","","","","",""
